Date,HS Code ,Product Name,Quantity,Unit,Unit Price (USD),CIF Value (USD),Importer Name,Supplier Name,Foreign Country
"Tuesday, May 16, 2023",44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,522.4284,NOS,18.5,9664.93,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
"Saturday, August 28, 2021",70194000,"9922524803 GLASS FABRIC 1200 GSM -0/+45/-45 (RAW MATERIAL FOR THE MFG. OF WIND
OPERATED ELECTRICITY GENERATORS)",14812,MTR,1.459,21610.697,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD",CHINA
"Tuesday, May 16, 2023",44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,1044.8568,PCS,18.5,19329.85,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
"Tuesday, November 21, 2023",44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,1006.1584,NOS,18.5,18613.93,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",ECUADOR
"Saturday, October 7, 2023",44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,1044.8568,NOS,18.335,19157.569,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",ECUADOR
07-Oct-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,1044.8568,SQM,18.335,19157.569,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
16-May-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,443.5432,SQM,18.746,8314.824,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
03-Oct-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,522.4284,SQM,18.181,9498.194,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
03-Oct-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,522.4284,SQM,18.181,9498.19,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
16-Apr-21,70194000,"GLASS FABRIC (51054207) 1200GSM (RAW MAT FOR MFG OF ROTOR
BLADE OF W.O.E.G)",14813,KGS,1.458,21596.619,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD",CHINA
16-Apr-21,70194000,"GLASS FABRIC (51054207) 1200GSM (RAW MAT FOR MFG OF ROTOR
BLADE OF W.O.E.G)",14813,KGS,1.458,21596.619,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD",NETHERLANDS
09-Nov-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,1509.2376,SQM,18.5,27920.9,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,NETHERLANDS
04-Feb-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,443.5432,SQM,19.155,8496.038,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
12-Jun-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,522.4284,SQM,18.5,9664.93,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
09-Oct-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,1509.2376,SQM,18.5,27920.9,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
20-Apr-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,443.5432,SQM,19.132,8485.784,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
22-Mar-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,443.5432,SQM,18.5,8205.549,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,CHINA
16-Apr-21,70194000,GLASS FABRIC (51054207) 1200GSM (RAW MAT FOR MFG OF ROTOR BLADE OF W.O.E.G),14742,KGS,1.458,21493.104,SUZLON ENERGY LTD,OWENS CORNING FABRICS (CHANGZHOU) CO LTD,CHINA
04-Feb-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,443.5432,SQM,19.155,8496.038,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",NETHERLANDS
03-Oct-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,522.4284,SQM,18.181,9498.194,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",AUSTRIA
03-Oct-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,522.4284,SQM,18.181,9498.19,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",GERMANY
20-Oct-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,1006.1584,SQM,18.5,18613.93,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",NETHERLANDS
19-Dec-23,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIALFOR THE MFG OF
W.O.E.GENERATORS)",973.4136,SQM,18.5,18008.153,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",GERMANY
"Tuesday, December 19, 2023",44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL
FOR THE MFG OF
W.O.E.GENERATORS)",486.7068,NOS,18.5,9004.077,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",ECUADOR
02-Dec-23,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL
FOR THE MFG OF
W.O.E.GENERATORS)",1460.1204,SQM,18.5,27012.23,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",GERMANY
28-Dec-23,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL
FOR THE MFG OF
W.O.E.GENERATORS)",973.4136,SQM,18.5,18008.15,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",GERMANY
07-Dec-23,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL
FOR THE MFG OF
W.O.E.GENERATORS)",973.4136,SQM,18.5,18008.154,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",CHINA
18-Dec-23,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL
FOR THE MFG OF
W.O.E.GENERATORS)",732.2928,SQM,18.412,13483.138,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",GERMANY
"Thursday, July 15, 2021",70194000,"9922524803 GLASS FABRIC
1200GSM-0 /+45/-45 RAW MATERIAL FORTHE MFG. OF ROTOR BLADE WIND OPERATED ELECTRICITY
GENERATORS",88618,KGS,1.457,129103.397,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD",CHINA
20-Dec-23,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL
FOR THE MFG OF
W.O.E.GENERATORS)",1946.8272,SQM,18.5,36016.299,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",GERMANY
27-Dec-23,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL
FOR THE MFG OF
W.O.E.GENERATORS)",634.0584,SQM,18.588,11786.071,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",ITALY
27-Dec-23,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL
FOR THE MFG OF
W.O.E.GENERATORS)",732.2928,SQM,18.522,13563.583,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",GERMANY
07-Oct-23,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL
FOR THE MFG OF
W.O.E.GENERATORS)",732.2928,SQM,18.302,13402.525,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",
"Friday, August 18, 2023",44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),732.2928,KGS,18.5,13547.42,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
06-Oct-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),732.2928,SQM,18.379,13458.872,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
06-Oct-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),732.2928,SQM,18.302,13402.525,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
31-Oct-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),732.2928,SQM,18.247,13362.387,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
25-Jul-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),732.2928,SQM,18.5,13547.417,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,CHINA
19-Dec-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),973.4136,SQM,18.5,18008.153,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
"Tuesday, April 27, 2021",70194000,"51054274 GLASS FABRIC 800GSM
STABILIZED SB46 RAW MATERIAL FOR THE MFG. OF ROTOR BLADE WIND OPERATED ELECTRICITY GENERATO",26562,NOS,1.456,38665.92,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD",CHINA
"Thursday, April 29, 2021",70194000,"51054274 GLASS FABRIC 800GSM STABILIZED SB46 RAW MATERIAL FOR THE MFG. OF ROTOR BLADE WIND OPERATED ELECTRICITY
GENERATO",13356,KGS,1.455,19438.988,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD",CHINA
27-Dec-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),634.0584,SQM,18.588,11786.071,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
27-Dec-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),732.2928,SQM,18.522,13563.583,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,THAILAND
04-May-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),443.5432,SQM,18.5,8205.549,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
15-Jul-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON-COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),732.2928,SQM,18.5,13547.417,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
"Thursday, April 29, 2021",70194000,"51054274 GLASS FABRIC 800GSM
STABILIZED SB46 RAW MATERIAL FOR THE MFG. OF ROTOR BLADE WIND OPERATED ELECTRICITY GENERATO",13442,KGS,1.455,19564.157,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD",CHINA
06-May-21,70194000,"GLASS FABRIC (51054207) 1200GSM (RAW MAT FOR MFG OF ROTOR
BLADE OF W.O.E.G)",70962,KGS,1.454,103176.715,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD","CZECH
REPUBLIC"
"Saturday, July 15, 2023",44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON-
COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS)",732.2928,SQM,18.5,13547.417,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",ECUADOR
21-Aug-23,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON-
COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS)",732.2928,SQM,18.5,13547.417,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,GERMANY
11-Feb-21,85030090,G-AVM TMT 9.5KN/MM 0100276 (4400029105) (PARTS OF W.O.E.G. FOR MFG OF S111 TYPE),5,PCS,100.364,501.819,SUZLON ENERGY LTD,ZHUZHOU TIMES NEW MATERIAL TEC,CHINA
05-May-22,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON
COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS)",443.5432,SQM,22.5,9979.722,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
"Monday, April 10, 2023",44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON-
COATED) (RAW MATERIAL FOR THE MFG OF W.O.E. GENERATORS) (CORELITE ID:6230010751)",443.5432,NOS,18.5,8205.549,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",ECUADOR
05-Aug-21,70194000,"9922524833 GLASS FABRIC 1800 GSM
90/+45/-45 (RAW MATERIAL FOR THE MFG. OF WIND OPERATED
ELECTRICITY GENERATORS)",38008,KGS,1.453,55233.332,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD",GERMANY
10-Mar-21,85030090,LOWER METAL BLOCK (PARTS OF W.O.E.GENERATOR FOR MFG OF GEARMOUNT UNIT (12 SETS) CONSIST OF),48,PCS,257.009,12336.432,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE
MACHINERYAND ELECTRIC CO LTD",GERMANY
"Tuesday, February 6, 2024",32141000,"RELEST WIND PUTTY CONTOUR(RAW
MATERIAL FOR MANFACTURING ROTOR
BALDE OF WIND OPERATED ELECTRICITY GENERATOR)(51 CANS)",637.5,KGS,7.704,4911.189,SUZLON ENERGY LTD,AKZO NOBEL HILDEN GMBH,UNITED KINGDOM
06-Feb-24,32141000,"RELEST WIND PUTTY CONTOUR(RAW MATERIAL FOR MANFACTURING ROTOR BALDE OF WIND OPERATED
ELECTRICITY GENERATOR)(139 CANS)",1737.5,KGS,7.704,13385.373,SUZLON ENERGY LTD,AKZO NOBEL HILDEN GMBH,GERMANY
"Thursday, September 21, 2023",44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON COATED)CORELITE ITEM
ID:6230010751 CUSTOMER MATERIAL CODE :51045908 1320SHEET",982.344,PCS,18.268,17945.922,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",ECUADOR
17-Apr-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON COATED)CORELITE ITEM ID:6230010751 CUSTOMER MATERIAL CODE :51045908 1320SHEET,982.344,SQM,18.5,18173.36,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ITALY
05-Aug-21,70194000,"9922524833 GLASS FABRIC 1800 GSM
90/+45/-45 (RAW MATERIAL FOR THE MFG. OF WIND OPERATED
ELECTRICITY GENERATORS)",38008,KGS,1.453,55233.332,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD",ECUADOR
"Thursday, April 29, 2021",70194000,"51054274 GLASS FABRIC 800GSM-
STABILIZED SB46 RAW MATERIAL FOR THE MFG. OF ROTOR BLADE WIND OPERATED ELECTRICITY GENERATO",13356,SET,1.452,19389.329,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD",CHINA
27-Apr-21,70194000,"51054274 GLASS FABRIC 800GSM-
STABILIZED SB46 RAW MATERIAL FOR THE MFG. OF ROTOR BLADE WIND OPERATED ELECTRICITY GENERATO",26542,KGS,1.45,38479.573,SUZLON ENERGY LTD,OWENS CORNING FABRICS (CHANGZHOU) CO LTD,CHINA
21-Jul-21,70194000,"9922524833 GLASS FABRIC 1800 GSM
90/+45/-45 (RAW MATERIAL FOR THE MFG. OF WIND OPERATED ELECTRICITY GENERATORS",38347,KGS,1.447,55505.706,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD","UNITED
KINGDOM"
18-Mar-21,85030090,"G-AVM TMT 9.5KN/MM 0100276 ( PARTS OF WIND OPERATE D
ELECTRICITY GENERATORS FOR MANUFACTURE OF WOEGS )",820,KGS,11.997,9837.949,SUZLON ENERGY LTD,"ZHUZHOU TIMES NEW MATERIAL
TECHNOLOGY CO LTD",UNITED KINGDOM
21-Jul-21,70194000,"9922524833 GLASS FABRIC 1800 GSM
90/+45/-45 (RAW MATERIAL FOR THE MFG. OF WIND OPERATED ELECTRICITY GENERATORS",38347,KGS,1.447,55505.706,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD","UNITED
KINGDOM"
"Tuesday, December 27, 2022",44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON COATED)CORELITE ITEM ID
:6230010751 CUTOMER MATERIAL
CODE : 9922523871 596 SHEETS",887.09,KGS,18.972,16829.57,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
20-Apr-23,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON COATED)CORELITE ITEM ID
:6230010751 CUTOMER MATERIAL
CODE : 9922523871 596 SHEETS",887.09,SQM,19.132,16971.764,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,AUSTRIA
01-Mar-23,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON COATED)CORELITE ITEM ID
:6230010751 CUSTOMER MATERIAL
CODE :51045908 596 SHEET",443.5432,SQM,18.5,8205.55,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
04-Jan-21,38249900,"ADHESIVE HARDENER-ABC-TH7257G (RAW MATERIAL FOR THE
MANUFACTURE OF WIND OPERATED ELECTRICITY GENERATORS)",9200,KGS,4.84,44528,SUZLON ENERGY LTD,"ADITYA BIRLA
CHEMICALS (THAILAND) LTD",CHINA
11-Feb-21,40169960,RUBBER BUSHING TMT S9X 0100278- C (4400029105) (PARTS OF W.O.E.G. FOR MFG OF S111 TYPE),88,PCS,132.009,11616.763,SUZLON ENERGY LTD,ZHUZHOU TIMES NEW MATERIAL TEC,ITALY
"Tuesday, January 24, 2023",44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON COATED)CORELITE ITEM ID 6230010751 CUSTOMER MATERIAL
CODE 9922523871 596 SHEETS",443.5432,SQM,19.26,8542.556,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",ECUADOR
06-Feb-24,32141000,"RELEST WIND PUTTY CONTOUR(RAW MATERIAL FOR MANFACTURING ROTOR BALDE OF WIND OPERATED
ELECTRICITY GENERATOR)(138CANS)",1725,KGS,7.704,13289.067,SUZLON ENERGY LTD,AKZO NOBEL HILDEN GMBH,GERMANY
"Thursday, April 20, 2023",44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON COATED)CORELITE ITEM ID 6230010751 CUSTOMER MATERIAL
CODE 9922523871 596 SHEETS",443.5432,SQM,19.132,8485.846,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
06-Mar-21,84251110,"TBM SHH2 500/1-16-150M 400V 50HZ 140HBT (PARTS OF
W.O.E.GENERATORS)",6,NOS,1818.046,10908.278,SUZLON ENERGY LTD,ZHEJIANG SHUANGNIAO MACHINERY CO LTD,GERMANY
"Tuesday, August 24, 2021",39174000,CONTRAT. PA M40X1.5 UL,20,UNT,1.446,28.923,SUZLON ENERGY LTD,INDAR ELECTRIC S L,SPAIN
27-Feb-21,73151290,"5X35 LONG LINK CHAIN DIN763-A4-
1.1M LENGTH (51062419) (207-5-A4) (40 PCS) (PARTS OF WIND OPERATED ELECTRICITY GENERATOR",17.548,KGS,14.379,252.321,SUZLON ENERGY LTD,DARAC LTD,ITALY
04-Feb-21,73181900,"8MM SNAP HOOK (51048472) (SKU4740) (40 PCS) (PARTS OF WIND OPERATED ELECTRICITY
GENERATOR FOR MANUFACTURE OF
SUZLON SERI",2.56,KGS,31.922,81.72,SUZLON ENERGY LTD,DARAC LTD,NETHERLANDS
02-Jul-22,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON- COATED) OTHER DETAILS ASPER INVOICE,887.09,SQM,22.95,20358.721,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
20-Feb-21,39199090,"SEALANT TAPE SIZE 3X12MM (RAW MATERIAL FOR MFG OF ROTOR
BLADE OF W.O.E.GENERATORS) 264600M",15346.8,KGS,2.344,35971.091,SUZLON ENERGY LTD,"KEJIAN POLYMER
MATERIAL (SHANGHAI) CO LTD",ECUADOR
13-Jul-22,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON- COATED) OTHER DETAILS ASPER INVOICE,887.09,SQM,22.95,20358.721,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
"Saturday, May 20, 2023",44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON- COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,443.5432,SQM,18.589,8244.952,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",ECUADOR
22-Mar-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON- COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,443.5432,SQM,18.5,8205.549,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
20-Feb-21,85030090,"SAFETY EYE (PARTS OF
W.O.E.GENERATOR FOR MFG OF S111 S11X GEAR MOUNT UNIT (20SETS) CONSIST OF)",340,PCS,14.952,5083.607,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE
MACHINERYAND ELECTRIC CO LTD",ECUADOR
14-Jun-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON- COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,1044.8568,SQM,18.5,19329.85,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
14-Feb-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON- COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,443.5432,SQM,18.5,8205.549,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
14-Feb-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON- COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,443.5432,SQM,18.5,8205.549,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,GERMANY
10-Jun-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON- COATED) OTHER DETAILS AS PER INVOICE & PACKING LIST,491.172,SQM,18.323,8999.518,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",GERMANY
31-Jan-23,44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON COATED) CORELITE ITEM ID
:6230010751 CUSTOMER MATERIAL
CODE :51045908 596 SHEET",443.5432,SQM,18.5,8205.55,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
"Monday, May 9, 2022",44072200,"BALSASUD CORE SG 3/4 FLEXIBLE (NON COATED) (RAW MATERIAL
FOR THE MFG OF
W.O.E.GENERATORS)",443.5432,PCS,22.5,9979.722,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",ECUADOR
24-Sep-21,70194000,"9922524833 GLASS FABRIC 1800 GSM 90 /+45/-45 (RAW MATERIAL FOR THE MFG. OF ROTOR BLADE WIND OPERATED ELECTRICITY
GENERAT",66674,KGS,1.444,96291.222,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD",GERMANY
"Thursday, August 10, 2023",44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON- COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),732.2928,SQM,18.5,13547.417,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",ECUADOR
05-May-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON- COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),887.0864,SQM,18.5,16411.098,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
25-Jul-23,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON- COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),732.2928,SQM,18.5,13547.417,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",ITALY
13-Apr-21,70194000,"GLASS FABRIC (51054207) 1200GSM (RAW MAT FOR MFG OF ROTOR
BLADE OF W.O.E.G)",14742,KGS,1.443,21280.051,SUZLON ENERGY LTD,"OWENS CORNING
FABRICS (CHANGZHOU) CO LTD",CHINA
05-May-22,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),443.5432,SQM,22.5,9979.722,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
14-May-22,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),887.09,SQM,22.5,19959.525,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
07-May-22,44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON COATED) (RAW MATERIAL FOR THE MFG OF W.O.E.GENERATORS),887.09,SQM,22.5,19959.525,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
"Thursday, June 8, 2023",44072200,BALSASUD CORE SG 3/4 FLEXIBLE (NON- COATED) (RAW MATERIAL FOR THE MFG OF W.O.E. GENERATORS) (CORELITE ID:6230010751),443.5432,PCS,18.378,8151.436,SUZLON ENERGY LTD,"CORELITE
INTERNATIONAL LLC",ECUADOR
10-Sep-22,44072200,"BALSASUD CORE SG 2 FLEXIBLE (NON
COATED) (RAW MATERIAL FORTHE MFG OF W.O.E.GENERATORS)",589.4064,SQM,54.91,32364.305,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
11-Apr-23,44072200,BALSASUD CORE SG 2 FLEXIBLE (NON COATED) (RAW MATERIAL FORTHE MFG OF W.O.E.GENERATORS),589.4064,SQM,53.319,31426.776,SUZLON ENERGY LTD,CORELITE INTERNATIONAL LLC,ECUADOR
